,sentiment,weekday,hour,weekday_hour
129,1,2,19,2_19
34,2,2,19,2_19
40,1,2,19,2_19
77,1,2,19,2_19
82,1,2,19,2_19
112,2,2,19,2_19
210,1,2,19,2_19
79,1,2,19,2_19
65,1,2,19,2_19
80,2,2,19,2_19
194,0,2,19,2_19
84,2,2,19,2_19
129,1,2,19,2_19
103,1,2,19,2_19
169,1,2,19,2_19
78,1,2,19,2_19
13,2,2,19,2_19
0,2,2,19,2_19
27,1,2,19,2_19
151,1,2,19,2_19
135,1,2,19,2_19
0,1,2,19,2_19
1,1,2,19,2_19
85,1,2,19,2_19
42,2,2,19,2_19
43,2,2,19,2_19
38,1,2,19,2_19
144,1,2,20,2_20
108,1,2,20,2_20
125,1,2,20,2_20
180,2,2,20,2_20
134,2,2,20,2_20
4,1,2,20,2_20
9,1,2,20,2_20
152,2,2,20,2_20
133,2,2,20,2_20
9,1,2,20,2_20
42,0,2,20,2_20
61,1,2,20,2_20
51,1,2,20,2_20
7,1,2,20,2_20
25,1,2,20,2_20
25,1,2,20,2_20
105,1,2,20,2_20
21,2,2,20,2_20
104,1,2,20,2_20
166,1,2,20,2_20
170,2,2,20,2_20
97,1,2,20,2_20
180,1,2,20,2_20
77,2,2,20,2_20
44,0,2,20,2_20
6,1,2,20,2_20
52,2,2,20,2_20
134,1,2,20,2_20
173,2,2,20,2_20
13,2,2,20,2_20
212,1,2,20,2_20
123,1,2,20,2_20
7,1,2,20,2_20
167,1,2,21,2_21
100,1,2,21,2_21
125,2,2,21,2_21
189,1,2,21,2_21
197,1,2,21,2_21
170,2,2,21,2_21
55,1,2,21,2_21
103,1,2,21,2_21
23,2,2,21,2_21
82,2,2,21,2_21
54,2,2,21,2_21
94,1,2,21,2_21
87,2,2,21,2_21
80,1,2,21,2_21
187,2,2,21,2_21
43,1,2,21,2_21
167,2,2,21,2_21
100,2,2,21,2_21
24,1,2,21,2_21
95,1,2,21,2_21
47,1,2,22,2_22
164,1,2,22,2_22
189,1,2,22,2_22
213,2,2,22,2_22
220,2,2,22,2_22
115,2,2,22,2_22
46,1,2,22,2_22
32,2,2,22,2_22
66,2,2,22,2_22
87,2,2,22,2_22
169,1,2,22,2_22
106,1,2,22,2_22
173,0,2,22,2_22
217,2,2,22,2_22
61,1,2,22,2_22
84,1,2,22,2_22
150,1,2,22,2_22
4,1,2,22,2_22
147,2,2,22,2_22
22,1,2,23,2_23
164,2,2,23,2_23
151,1,2,23,2_23
19,1,2,23,2_23
112,1,2,23,2_23
115,1,2,23,2_23
34,1,2,23,2_23
103,2,2,23,2_23
41,2,2,23,2_23
153,2,2,23,2_23
47,2,2,23,2_23
55,1,3,0,3_0
115,2,3,0,3_0
18,1,3,0,3_0
42,1,3,0,3_0
9,1,3,0,3_0
20,2,3,0,3_0
2,1,3,0,3_0
15,2,3,0,3_0
47,1,3,0,3_0
128,2,3,0,3_0
97,2,3,0,3_0
25,2,3,0,3_0
39,1,3,0,3_0
10,1,3,1,3_1
2,2,3,2,3_2
3,1,3,2,3_2
29,2,3,2,3_2
23,2,3,2,3_2
27,1,3,3,3_3
33,1,3,5,3_5
23,1,3,5,3_5
12,1,3,6,3_6
63,1,3,6,3_6
85,2,3,6,3_6
21,1,3,6,3_6
122,2,3,7,3_7
32,1,3,7,3_7
13,2,3,7,3_7
101,2,3,7,3_7
63,1,3,8,3_8
148,1,3,8,3_8
24,2,3,8,3_8
160,1,3,8,3_8
159,1,3,8,3_8
49,1,3,8,3_8
147,1,3,8,3_8
87,1,3,8,3_8
157,2,3,8,3_8
162,1,3,8,3_8
166,1,3,8,3_8
108,2,3,8,3_8
5,1,3,8,3_8
143,2,3,8,3_8
76,1,3,8,3_8
148,1,3,8,3_8
151,1,3,8,3_8
33,2,3,8,3_8
112,1,3,8,3_8
99,1,3,8,3_8
32,1,3,8,3_8
125,1,3,8,3_8
120,2,3,8,3_8
13,2,3,8,3_8
38,1,3,8,3_8
147,1,3,8,3_8
29,2,3,8,3_8
156,1,3,8,3_8
4,2,3,8,3_8
4,2,3,8,3_8
11,2,3,9,3_9
59,1,3,9,3_9
2,1,3,9,3_9
115,1,3,9,3_9
118,1,3,9,3_9
4,2,3,9,3_9
35,1,3,9,3_9
125,2,3,9,3_9
58,1,3,9,3_9
43,1,3,9,3_9
97,1,3,9,3_9
78,1,3,9,3_9
85,1,3,9,3_9
49,2,3,9,3_9
77,1,3,9,3_9
52,1,3,9,3_9
100,1,3,9,3_9
50,1,3,9,3_9
188,2,3,9,3_9
84,2,3,9,3_9
35,2,3,9,3_9
34,1,3,9,3_9
108,1,3,9,3_9
13,1,3,9,3_9
3,0,3,9,3_9
161,1,3,9,3_9
23,1,3,9,3_9
23,1,3,9,3_9
149,1,3,9,3_9
25,1,3,9,3_9
119,2,3,9,3_9
104,1,3,9,3_9
25,1,3,9,3_9
31,1,3,9,3_9
87,1,3,9,3_9
3,1,3,9,3_9
13,1,3,10,3_10
124,2,3,10,3_10
15,1,3,10,3_10
161,2,3,10,3_10
9,1,3,10,3_10
36,2,3,10,3_10
7,1,3,10,3_10
284,1,3,10,3_10
107,1,3,10,3_10
12,2,3,10,3_10
41,1,3,10,3_10
29,1,3,10,3_10
242,1,3,10,3_10
103,2,3,11,3_11
97,0,3,11,3_11
95,0,3,11,3_11
118,1,3,11,3_11
101,2,3,11,3_11
186,1,3,12,3_12
180,1,3,12,3_12
155,2,3,12,3_12
62,1,3,12,3_12
125,1,3,12,3_12
182,1,3,12,3_12
96,1,3,12,3_12
103,1,3,12,3_12
4,0,3,12,3_12
163,1,3,12,3_12
154,1,3,12,3_12
163,1,3,12,3_12
178,1,3,12,3_12
60,1,3,12,3_12
154,2,3,12,3_12
67,1,3,12,3_12
148,1,3,12,3_12
85,2,3,12,3_12
4,2,3,12,3_12
114,1,3,12,3_12
131,2,3,12,3_12
43,2,3,12,3_12
55,2,3,12,3_12
122,1,3,12,3_12
37,1,3,13,3_13
9,1,3,13,3_13
87,2,3,13,3_13
6,2,3,13,3_13
32,2,3,13,3_13
222,1,3,13,3_13
59,1,3,13,3_13
212,1,3,13,3_13
135,1,3,13,3_13
39,2,3,13,3_13
200,1,3,13,3_13
65,1,3,13,3_13
168,0,3,13,3_13
66,1,3,13,3_13
21,1,3,13,3_13
178,2,3,13,3_13
5,2,3,13,3_13
215,1,3,13,3_13
28,1,3,13,3_13
0,1,3,13,3_13
80,1,3,13,3_13
115,0,3,13,3_13
13,1,3,13,3_13
31,1,3,13,3_13
183,1,3,13,3_13
181,0,3,13,3_13
30,1,3,13,3_13
50,1,3,13,3_13
25,1,3,13,3_13
4,2,3,13,3_13
18,1,3,14,3_14
65,1,3,14,3_14
209,2,3,14,3_14
15,1,3,14,3_14
46,1,3,14,3_14
61,1,3,14,3_14
37,1,3,14,3_14
34,2,3,14,3_14
40,2,3,14,3_14
11,1,3,14,3_14
160,1,3,14,3_14
247,2,3,14,3_14
134,2,3,14,3_14
214,1,3,14,3_14
12,1,3,14,3_14
17,1,3,15,3_15
106,1,3,15,3_15
22,2,3,15,3_15
82,1,3,15,3_15
169,1,3,15,3_15
168,1,3,15,3_15
129,2,3,15,3_15
9,2,3,15,3_15
84,2,3,15,3_15
80,1,3,15,3_15
7,2,3,15,3_15
23,2,3,15,3_15
50,1,3,16,3_16
106,1,3,16,3_16
63,1,3,16,3_16
147,2,3,16,3_16
36,1,3,16,3_16
71,1,3,16,3_16
12,1,3,16,3_16
132,2,3,16,3_16
51,2,3,16,3_16
183,2,3,16,3_16
184,1,3,16,3_16
201,2,3,16,3_16
133,2,3,16,3_16
178,1,3,16,3_16
97,0,3,16,3_16
133,1,3,16,3_16
37,1,3,16,3_16
187,1,3,16,3_16
43,1,3,16,3_16
88,2,3,16,3_16
104,1,3,16,3_16
95,1,3,17,3_17
39,1,3,17,3_17
44,1,3,17,3_17
4,1,3,17,3_17
9,2,3,17,3_17
29,1,3,17,3_17
39,1,3,17,3_17
80,1,3,17,3_17
70,2,3,17,3_17
133,1,3,17,3_17
29,1,3,17,3_17
46,2,3,17,3_17
17,0,3,17,3_17
184,1,3,17,3_17
143,1,3,17,3_17
128,2,3,17,3_17
17,1,3,17,3_17
1,1,3,17,3_17
77,1,3,17,3_17
25,1,3,17,3_17
132,1,3,17,3_17
112,1,3,17,3_17
27,1,3,17,3_17
9,1,3,17,3_17
49,1,3,17,3_17
129,1,3,17,3_17
107,1,3,17,3_17
156,0,3,17,3_17
42,1,3,17,3_17
160,0,3,17,3_17
86,1,3,17,3_17
51,1,3,17,3_17
178,2,3,17,3_17
10,1,3,17,3_17
176,2,3,18,3_18
195,1,3,18,3_18
13,2,3,18,3_18
60,1,3,18,3_18
123,1,3,18,3_18
31,1,3,18,3_18
101,1,3,18,3_18
107,1,3,18,3_18
153,1,3,18,3_18
157,2,3,18,3_18
176,1,3,18,3_18
238,2,3,18,3_18
153,1,3,18,3_18
106,1,3,18,3_18
184,2,3,18,3_18
101,1,3,18,3_18
148,1,3,18,3_18
94,1,3,18,3_18
198,1,3,18,3_18
1,1,3,18,3_18
148,1,3,18,3_18
27,1,3,18,3_18
76,1,3,18,3_18
19,0,3,18,3_18
63,1,3,18,3_18
152,1,3,18,3_18
2,1,3,18,3_18
45,1,3,18,3_18
120,1,3,18,3_18
17,2,3,18,3_18
35,1,3,18,3_18
59,1,3,18,3_18
46,1,3,18,3_18
128,1,3,18,3_18
71,1,3,18,3_18
59,1,3,18,3_18
47,2,3,18,3_18
3,1,3,18,3_18
119,2,3,18,3_18
210,1,3,18,3_18
217,2,3,18,3_18
240,1,3,18,3_18
112,1,3,18,3_18
149,1,3,18,3_18
83,2,3,18,3_18
107,1,3,18,3_18
159,1,3,18,3_18
82,0,3,18,3_18
72,1,3,18,3_18
42,2,3,18,3_18
150,1,3,18,3_18
61,1,3,18,3_18
191,1,3,18,3_18
52,1,3,18,3_18
38,1,3,18,3_18
101,1,3,18,3_18
69,1,3,18,3_18
50,1,3,18,3_18
201,1,3,19,3_19
192,1,3,19,3_19
19,1,3,19,3_19
70,1,3,19,3_19
31,1,3,19,3_19
3,1,3,19,3_19
46,1,3,19,3_19
96,1,3,19,3_19
88,1,3,19,3_19
159,2,3,19,3_19
76,1,3,19,3_19
71,1,3,19,3_19
77,1,3,19,3_19
39,1,3,19,3_19
45,1,3,19,3_19
8,1,3,19,3_19
124,1,3,19,3_19
63,1,3,19,3_19
94,1,3,19,3_19
124,1,3,19,3_19
106,1,3,19,3_19
166,1,3,19,3_19
82,0,3,19,3_19
132,1,3,19,3_19
8,1,3,19,3_19
144,1,3,19,3_19
158,1,3,19,3_19
60,1,3,19,3_19
147,2,3,19,3_19
35,1,3,19,3_19
94,1,3,19,3_19
78,1,3,19,3_19
124,1,3,19,3_19
54,2,3,19,3_19
97,1,3,19,3_19
84,1,3,19,3_19
82,1,3,19,3_19
79,1,3,19,3_19
161,2,3,19,3_19
178,1,3,19,3_19
12,1,3,19,3_19
104,1,3,19,3_19
107,1,3,19,3_19
77,2,3,19,3_19
55,1,3,20,3_20
186,1,3,20,3_20
154,1,3,20,3_20
178,1,3,20,3_20
202,1,3,20,3_20
173,2,3,20,3_20
29,1,3,20,3_20
35,2,3,20,3_20
17,2,3,20,3_20
35,1,3,20,3_20
63,1,3,20,3_20
19,1,3,20,3_20
38,1,3,20,3_20
179,2,3,20,3_20
9,1,3,20,3_20
104,1,3,20,3_20
61,1,3,20,3_20
4,1,3,20,3_20
16,1,3,20,3_20
9,2,3,20,3_20
17,1,3,20,3_20
82,2,3,20,3_20
3,1,3,20,3_20
67,2,3,20,3_20
55,1,3,20,3_20
100,2,3,21,3_21
119,2,3,21,3_21
134,1,3,21,3_21
9,1,3,21,3_21
85,1,3,21,3_21
40,1,3,21,3_21
18,2,3,21,3_21
108,2,3,21,3_21
0,1,3,21,3_21
77,1,3,21,3_21
192,1,3,21,3_21
127,2,3,21,3_21
88,2,3,21,3_21
83,1,3,21,3_21
120,1,3,21,3_21
115,2,3,21,3_21
65,1,3,21,3_21
85,1,3,21,3_21
55,2,3,21,3_21
34,1,3,21,3_21
82,1,3,21,3_21
51,1,3,21,3_21
132,1,3,21,3_21
167,1,3,21,3_21
180,2,3,21,3_21
4,1,3,21,3_21
7,1,3,22,3_22
119,2,3,22,3_22
222,2,3,22,3_22
67,2,3,22,3_22
8,2,3,22,3_22
155,0,3,22,3_22
187,1,3,22,3_22
19,2,3,22,3_22
82,2,3,22,3_22
4,2,3,22,3_22
125,2,3,22,3_22
178,2,3,22,3_22
192,2,3,22,3_22
33,2,3,22,3_22
95,2,3,22,3_22
67,2,3,22,3_22
238,1,3,22,3_22
118,2,3,22,3_22
82,2,3,22,3_22
164,0,3,23,3_23
61,1,3,23,3_23
185,2,3,23,3_23
9,1,3,23,3_23
72,2,3,23,3_23
125,2,3,23,3_23
132,2,3,23,3_23
166,2,3,23,3_23
192,2,3,23,3_23
20,2,4,0,4_0
3,2,4,0,4_0
97,2,4,0,4_0
51,1,4,0,4_0
33,1,4,0,4_0
67,1,4,0,4_0
33,1,4,0,4_0
79,0,4,0,4_0
106,2,4,0,4_0
34,2,4,0,4_0
27,2,4,0,4_0
124,1,4,0,4_0
95,2,4,1,4_1
3,1,4,1,4_1
78,1,4,1,4_1
61,1,4,1,4_1
96,2,4,1,4_1
7,0,4,2,4_2
11,2,4,2,4_2
27,2,4,3,4_3
63,2,4,5,4_5
0,1,4,5,4_5
18,2,4,5,4_5
33,2,4,6,4_6
33,2,4,6,4_6
58,2,4,7,4_7
33,1,4,7,4_7
47,1,4,7,4_7
106,2,4,7,4_7
11,1,4,7,4_7
62,2,4,7,4_7
198,1,4,8,4_8
143,1,4,8,4_8
69,1,4,8,4_8
88,1,4,8,4_8
123,2,4,8,4_8
161,1,4,8,4_8
150,1,4,8,4_8
144,2,4,8,4_8
163,1,4,8,4_8
130,1,4,8,4_8
105,1,4,8,4_8
26,2,4,8,4_8
123,2,4,8,4_8
47,2,4,8,4_8
78,1,4,8,4_8
118,0,4,8,4_8
123,1,4,8,4_8
154,1,4,8,4_8
146,1,4,8,4_8
6,1,4,8,4_8
12,1,4,8,4_8
94,1,4,9,4_9
157,1,4,9,4_9
23,1,4,9,4_9
7,2,4,9,4_9
43,1,4,9,4_9
67,1,4,9,4_9
6,1,4,9,4_9
18,1,4,9,4_9
69,1,4,9,4_9
99,1,4,9,4_9
122,1,4,9,4_9
40,1,4,9,4_9
35,1,4,9,4_9
167,1,4,9,4_9
33,2,4,9,4_9
155,1,4,9,4_9
101,1,4,9,4_9
61,1,4,9,4_9
120,1,4,9,4_9
47,1,4,9,4_9
8,1,4,9,4_9
125,2,4,9,4_9
96,2,4,10,4_10
166,1,4,10,4_10
128,0,4,10,4_10
48,1,4,10,4_10
3,1,4,10,4_10
55,2,4,10,4_10
101,2,4,10,4_10
8,2,4,10,4_10
217,2,4,10,4_10
65,2,4,10,4_10
88,2,4,10,4_10
35,1,4,10,4_10
162,2,4,10,4_10
147,1,4,11,4_11
120,1,4,11,4_11
107,2,4,11,4_11
13,1,4,11,4_11
25,1,4,11,4_11
106,2,4,11,4_11
24,2,4,11,4_11
96,2,4,11,4_11
124,2,4,11,4_11
85,1,4,11,4_11
128,2,4,12,4_12
170,1,4,12,4_12
181,1,4,12,4_12
150,1,4,12,4_12
124,1,4,12,4_12
205,2,4,12,4_12
39,1,4,12,4_12
66,1,4,12,4_12
228,1,4,12,4_12
81,1,4,12,4_12
127,1,4,12,4_12
26,0,4,12,4_12
193,2,4,12,4_12
153,1,4,12,4_12
71,2,4,12,4_12
184,1,4,12,4_12
205,1,4,12,4_12
52,1,4,12,4_12
176,0,4,12,4_12
114,2,4,12,4_12
158,1,4,12,4_12
202,2,4,12,4_12
202,1,4,12,4_12
156,1,4,12,4_12
106,1,4,13,4_13
200,1,4,13,4_13
30,1,4,13,4_13
10,2,4,13,4_13
45,2,4,13,4_13
46,2,4,13,4_13
213,1,4,13,4_13
44,2,4,13,4_13
40,1,4,13,4_13
33,1,4,13,4_13
8,1,4,13,4_13
13,1,4,13,4_13
20,1,4,13,4_13
77,1,4,13,4_13
84,2,4,13,4_13
51,1,4,13,4_13
60,1,4,13,4_13
0,1,4,13,4_13
147,1,4,13,4_13
60,1,4,13,4_13
190,2,4,13,4_13
7,1,4,13,4_13
65,1,4,13,4_13
159,1,4,13,4_13
99,2,4,13,4_13
101,0,4,14,4_14
22,2,4,14,4_14
135,0,4,14,4_14
130,1,4,14,4_14
13,2,4,14,4_14
27,1,4,14,4_14
183,1,4,14,4_14
164,1,4,14,4_14
147,1,4,14,4_14
27,2,4,14,4_14
76,2,4,14,4_14
106,1,4,14,4_14
4,1,4,14,4_14
99,2,4,14,4_14
176,1,4,14,4_14
39,1,4,14,4_14
192,1,4,14,4_14
20,1,4,14,4_14
34,2,4,14,4_14
55,2,4,14,4_14
11,1,4,14,4_14
15,2,4,14,4_14
154,2,4,15,4_15
12,2,4,15,4_15
133,0,4,15,4_15
35,1,4,15,4_15
37,1,4,15,4_15
125,1,4,15,4_15
184,2,4,15,4_15
81,2,4,15,4_15
161,2,4,15,4_15
160,1,4,15,4_15
105,2,4,15,4_15
209,1,4,15,4_15
88,2,4,15,4_15
127,2,4,15,4_15
33,1,4,15,4_15
158,1,4,15,4_15
166,1,4,15,4_15
45,1,4,15,4_15
135,2,4,15,4_15
77,2,4,15,4_15
20,2,4,16,4_16
292,1,4,16,4_16
133,1,4,16,4_16
103,1,4,16,4_16
82,1,4,16,4_16
76,1,4,16,4_16
219,1,4,16,4_16
209,1,4,16,4_16
66,1,4,16,4_16
3,0,4,16,4_16
275,2,4,16,4_16
31,2,4,16,4_16
206,1,4,16,4_16
85,1,4,16,4_16
153,1,4,16,4_16
6,1,4,16,4_16
112,1,4,16,4_16
66,1,4,16,4_16
34,1,4,16,4_16
1,1,4,16,4_16
58,2,4,16,4_16
131,2,4,16,4_16
153,1,4,16,4_16
69,1,4,16,4_16
69,1,4,16,4_16
133,1,4,16,4_16
62,1,4,16,4_16
104,0,4,16,4_16
52,1,4,16,4_16
107,1,4,16,4_16
156,1,4,17,4_17
0,1,4,17,4_17
163,1,4,17,4_17
168,2,4,17,4_17
24,1,4,17,4_17
5,2,4,17,4_17
34,2,4,17,4_17
99,1,4,17,4_17
169,1,4,17,4_17
166,1,4,17,4_17
130,2,4,17,4_17
0,1,4,17,4_17
61,1,4,17,4_17
32,1,4,17,4_17
17,1,4,17,4_17
0,1,4,17,4_17
164,1,4,17,4_17
208,1,4,17,4_17
146,2,4,17,4_17
169,2,4,17,4_17
119,1,4,17,4_17
13,1,4,17,4_17
88,1,4,17,4_17
95,1,4,17,4_17
19,1,4,17,4_17
154,1,4,17,4_17
208,0,4,17,4_17
9,1,4,17,4_17
193,1,4,18,4_18
26,1,4,18,4_18
159,1,4,18,4_18
205,1,4,18,4_18
156,2,4,18,4_18
112,1,4,18,4_18
108,0,4,18,4_18
70,1,4,18,4_18
104,1,4,18,4_18
13,1,4,18,4_18
66,2,4,18,4_18
124,1,4,18,4_18
143,1,4,18,4_18
18,1,4,18,4_18
128,1,4,18,4_18
173,1,4,18,4_18
201,1,4,18,4_18
166,1,4,18,4_18
40,2,4,18,4_18
65,1,4,18,4_18
43,1,4,18,4_18
170,1,4,18,4_18
124,1,4,18,4_18
108,1,4,18,4_18
95,1,4,18,4_18
157,1,4,18,4_18
168,1,4,18,4_18
105,1,4,18,4_18
130,1,4,18,4_18
168,1,4,18,4_18
31,0,4,18,4_18
212,2,4,18,4_18
100,1,4,18,4_18
87,0,4,18,4_18
157,1,4,18,4_18
96,1,4,18,4_18
70,2,4,18,4_18
164,1,4,18,4_18
7,1,4,18,4_18
151,1,4,18,4_18
212,1,4,18,4_18
144,1,4,18,4_18
152,1,4,19,4_19
158,1,4,19,4_19
83,1,4,19,4_19
30,1,4,19,4_19
36,1,4,19,4_19
86,2,4,19,4_19
43,1,4,19,4_19
163,2,4,19,4_19
105,1,4,19,4_19
106,1,4,19,4_19
84,0,4,19,4_19
42,1,4,19,4_19
47,1,4,19,4_19
22,1,4,19,4_19
70,1,4,19,4_19
50,1,4,19,4_19
143,1,4,19,4_19
13,1,4,19,4_19
72,1,4,19,4_19
115,2,4,19,4_19
228,1,4,19,4_19
292,1,4,19,4_19
3,1,4,19,4_19
61,1,4,19,4_19
78,1,4,19,4_19
130,1,4,19,4_19
151,1,4,19,4_19
81,2,4,19,4_19
2,1,4,19,4_19
6,1,4,19,4_19
5,1,4,19,4_19
105,1,4,19,4_19
185,1,4,19,4_19
214,0,4,19,4_19
55,1,4,19,4_19
47,1,4,19,4_19
79,1,4,19,4_19
155,1,4,19,4_19
156,1,4,19,4_19
165,1,4,19,4_19
259,1,4,19,4_19
123,1,4,19,4_19
24,1,4,19,4_19
40,2,4,19,4_19
76,1,4,19,4_19
107,1,4,19,4_19
1,1,4,19,4_19
59,1,4,19,4_19
41,1,4,20,4_20
5,1,4,20,4_20
99,1,4,20,4_20
33,1,4,20,4_20
60,1,4,20,4_20
12,2,4,20,4_20
199,2,4,20,4_20
5,1,4,20,4_20
173,2,4,20,4_20
165,2,4,20,4_20
162,1,4,20,4_20
6,1,4,20,4_20
96,1,4,20,4_20
155,1,4,20,4_20
0,0,4,20,4_20
77,1,4,20,4_20
21,1,4,20,4_20
22,1,4,20,4_20
248,1,4,20,4_20
212,1,4,20,4_20
18,1,4,20,4_20
106,1,4,20,4_20
17,2,4,20,4_20
148,1,4,20,4_20
122,1,4,20,4_20
34,2,4,20,4_20
107,2,4,20,4_20
47,1,4,21,4_21
19,1,4,21,4_21
151,1,4,21,4_21
133,2,4,21,4_21
1,1,4,21,4_21
58,1,4,21,4_21
149,2,4,21,4_21
130,1,4,21,4_21
181,1,4,21,4_21
31,2,4,21,4_21
80,2,4,21,4_21
37,1,4,21,4_21
113,2,4,21,4_21
17,2,4,21,4_21
168,1,4,21,4_21
27,1,4,21,4_21
34,2,4,21,4_21
134,1,4,21,4_21
188,2,4,21,4_21
26,1,4,21,4_21
132,1,4,22,4_22
25,2,4,22,4_22
30,2,4,22,4_22
66,1,4,22,4_22
20,2,4,22,4_22
192,2,4,22,4_22
84,2,4,22,4_22
374,2,4,22,4_22
20,2,4,22,4_22
72,2,4,22,4_22
198,1,4,22,4_22
21,1,4,23,4_23
173,1,4,23,4_23
162,1,4,23,4_23
8,1,4,23,4_23
13,2,4,23,4_23
7,2,4,23,4_23
168,2,4,23,4_23
169,1,4,23,4_23
215,1,4,23,4_23
12,1,4,23,4_23
190,2,4,23,4_23
134,2,4,23,4_23
212,2,4,23,4_23
202,1,4,23,4_23
17,2,4,23,4_23
244,1,4,23,4_23
114,2,5,0,5_0
18,1,5,0,5_0
3,1,5,0,5_0
8,1,5,0,5_0
40,1,5,0,5_0
43,2,5,0,5_0
38,1,5,0,5_0
43,1,5,0,5_0
176,1,5,0,5_0
44,2,5,0,5_0
21,2,5,0,5_0
160,2,5,0,5_0
48,0,5,0,5_0
1,2,5,0,5_0
46,2,5,0,5_0
15,2,5,0,5_0
160,1,5,0,5_0
16,2,5,1,5_1
32,1,5,1,5_1
123,2,5,1,5_1
70,1,5,2,5_2
22,0,5,2,5_2
33,2,5,4,5_4
36,1,5,5,5_5
61,1,5,5,5_5
34,2,5,5,5_5
34,2,5,6,5_6
36,1,5,6,5_6
25,2,5,7,5_7
30,2,5,7,5_7
50,0,5,7,5_7
194,1,5,7,5_7
67,1,5,7,5_7
28,2,5,7,5_7
7,1,5,8,5_8
85,1,5,8,5_8
41,2,5,8,5_8
10,1,5,8,5_8
49,2,5,8,5_8
97,1,5,8,5_8
22,2,5,8,5_8
18,2,5,8,5_8
59,1,5,8,5_8
11,2,5,8,5_8
11,1,5,9,5_9
32,1,5,9,5_9
78,2,5,9,5_9
52,2,5,9,5_9
20,1,5,9,5_9
36,1,5,9,5_9
48,2,5,9,5_9
101,1,5,9,5_9
131,1,5,9,5_9
21,2,5,9,5_9
44,0,5,9,5_9
189,1,5,9,5_9
18,2,5,9,5_9
17,1,5,9,5_9
27,1,5,10,5_10
20,1,5,10,5_10
127,1,5,10,5_10
127,1,5,10,5_10
42,2,5,10,5_10
131,1,5,10,5_10
96,1,5,10,5_10
38,0,5,10,5_10
50,1,5,10,5_10
55,2,5,10,5_10
88,1,5,10,5_10
155,2,5,10,5_10
82,1,5,10,5_10
99,1,5,10,5_10
78,1,5,10,5_10
81,1,5,10,5_10
59,2,5,10,5_10
119,1,5,11,5_11
39,1,5,11,5_11
151,2,5,11,5_11
38,1,5,11,5_11
38,2,5,11,5_11
155,1,5,11,5_11
262,1,5,11,5_11
69,1,5,11,5_11
83,1,5,11,5_11
28,1,5,11,5_11
101,1,5,11,5_11
224,0,5,11,5_11
43,1,5,11,5_11
33,1,5,11,5_11
72,1,5,11,5_11
178,2,5,11,5_11
21,2,5,11,5_11
183,1,5,11,5_11
10,1,5,11,5_11
65,1,5,11,5_11
81,2,5,11,5_11
226,1,5,11,5_11
107,2,5,11,5_11
42,1,5,12,5_12
179,1,5,12,5_12
115,1,5,12,5_12
114,2,5,12,5_12
38,1,5,12,5_12
9,1,5,12,5_12
8,1,5,12,5_12
35,1,5,12,5_12
97,1,5,12,5_12
202,1,5,12,5_12
97,1,5,12,5_12
27,2,5,12,5_12
181,2,5,12,5_12
42,1,5,12,5_12
160,0,5,12,5_12
84,1,5,12,5_12
62,2,5,12,5_12
1,1,5,12,5_12
167,2,5,12,5_12
170,2,5,12,5_12
100,1,5,12,5_12
66,2,5,12,5_12
29,1,5,12,5_12
188,1,5,12,5_12
186,1,5,12,5_12
114,1,5,12,5_12
129,0,5,13,5_13
193,1,5,13,5_13
103,0,5,13,5_13
69,1,5,13,5_13
100,1,5,13,5_13
50,1,5,13,5_13
160,1,5,13,5_13
8,1,5,13,5_13
113,1,5,13,5_13
9,1,5,13,5_13
67,1,5,13,5_13
87,1,5,13,5_13
112,1,5,13,5_13
201,1,5,13,5_13
38,1,5,13,5_13
42,1,5,13,5_13
43,2,5,13,5_13
1,1,5,13,5_13
106,1,5,13,5_13
108,1,5,13,5_13
33,1,5,13,5_13
105,2,5,13,5_13
120,2,5,13,5_13
24,2,5,13,5_13
47,1,5,14,5_14
29,0,5,14,5_14
48,1,5,14,5_14
4,0,5,14,5_14
63,2,5,14,5_14
69,1,5,14,5_14
118,1,5,14,5_14
222,1,5,14,5_14
20,1,5,14,5_14
130,2,5,14,5_14
37,1,5,14,5_14
85,2,5,14,5_14
79,1,5,14,5_14
81,2,5,14,5_14
49,1,5,14,5_14
50,1,5,14,5_14
114,2,5,14,5_14
244,1,5,14,5_14
1,2,5,14,5_14
16,1,5,14,5_14
255,1,5,15,5_15
20,1,5,15,5_15
149,2,5,15,5_15
20,1,5,15,5_15
41,1,5,15,5_15
147,1,5,15,5_15
40,1,5,15,5_15
43,1,5,15,5_15
82,1,5,15,5_15
181,1,5,15,5_15
59,1,5,15,5_15
48,1,5,15,5_15
179,1,5,15,5_15
35,0,5,15,5_15
148,2,5,15,5_15
176,1,5,15,5_15
51,1,5,15,5_15
80,2,5,15,5_15
100,2,5,15,5_15
151,2,5,15,5_15
58,1,5,15,5_15
26,1,5,15,5_15
4,1,5,15,5_15
132,2,5,15,5_15
20,2,5,15,5_15
70,1,5,15,5_15
198,1,5,15,5_15
125,1,5,15,5_15
0,2,5,15,5_15
3,1,5,15,5_15
214,1,5,15,5_15
34,1,5,15,5_15
86,2,5,15,5_15
30,0,5,15,5_15
82,1,5,15,5_15
13,1,5,16,5_16
125,2,5,16,5_16
58,1,5,16,5_16
96,1,5,16,5_16
82,2,5,16,5_16
88,1,5,16,5_16
81,1,5,16,5_16
51,1,5,16,5_16
80,1,5,16,5_16
3,1,5,16,5_16
32,1,5,16,5_16
87,2,5,16,5_16
