,user_id_str,type
6065,14397810,"['locality', 'political'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['neighborhood', 'political']"
6066,148017981,"['locality', 'political'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['travel_agency', 'point_of_interest', 'establishment']"
6067,96273306,"['locality', 'political'] ['neighborhood', 'political']"
6068,55498924,"['locality', 'political'] ['neighborhood', 'political']"
6069,53541705,"['locality', 'political'] ['neighborhood', 'political']"
6070,129446245,"['locality', 'political'] ['jewelry_store', 'store', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['store', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment']"
6071,53541705,"['locality', 'political'] ['liquor_store', 'store', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
6072,53541705,"['locality', 'political'] ['liquor_store', 'store', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
6073,53541705,"['locality', 'political'] ['liquor_store', 'store', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
6074,53541705,"['locality', 'political'] ['liquor_store', 'store', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
6075,53541705,"['locality', 'political'] ['liquor_store', 'store', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
6076,53541705,"['locality', 'political'] ['liquor_store', 'store', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
6077,53541705,"['locality', 'political'] ['liquor_store', 'store', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
6078,53541705,"['locality', 'political'] ['liquor_store', 'store', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
6079,53541705,"['locality', 'political'] ['liquor_store', 'store', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
6080,53541705,"['locality', 'political'] ['liquor_store', 'store', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
6081,53541705,"['locality', 'political'] ['liquor_store', 'store', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
6082,53541705,"['locality', 'political'] ['liquor_store', 'store', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
6083,14282045,"['locality', 'political'] ['locality', 'political']"
6084,2399387766,"['locality', 'political'] ['neighborhood', 'political']"
6085,129446245,no coordinate
6086,36204274,"['route'] ['locality', 'political']"
6087,148017981,no coordinate
6088,1651882188,"['locality', 'political'] ['point_of_interest', 'establishment'] ['grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['neighborhood', 'political']"
6089,160932283,"['route'] ['locality', 'political']"
6090,37575049,"['locality', 'political'] ['neighborhood', 'political']"
6091,883377606,"['locality', 'political'] ['neighborhood', 'political']"
6092,30035884,Tunnel
6093,30035884,Tunnel
6094,53541705,"['locality', 'political'] ['liquor_store', 'store', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
6095,883377606,"['route'] ['locality', 'political']"
6096,55498924,"['route'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['liquor_store', 'store', 'food', 'point_of_interest', 'establishment'] ['spa', 'health', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment']"
6097,14397810,"['locality', 'political'] ['neighborhood', 'political']"
6098,7376602,"['route'] ['point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['locality', 'political']"
6099,30035884,"['locality', 'political'] ['point_of_interest', 'establishment'] ['hospital', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['school', 'point_of_interest', 'establishment']"
6100,1651882188,"['locality', 'political'] ['point_of_interest', 'establishment'] ['grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['neighborhood', 'political']"
6101,148017981,"['locality', 'political'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['travel_agency', 'point_of_interest', 'establishment']"
6102,30035884,Ferry
6103,148017981,"['locality', 'political'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['travel_agency', 'point_of_interest', 'establishment']"
6104,30035884,"['locality', 'political'] ['store', 'point_of_interest', 'establishment'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['jewelry_store', 'store', 'point_of_interest', 'establishment'] ['electronics_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']"
6105,30035884,"['locality', 'political'] ['home_goods_store', 'store', 'point_of_interest', 'establishment'] ['real_estate_agency', 'point_of_interest', 'establishment'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['shoe_store', 'store', 'point_of_interest', 'establishment']"
6106,129446245,no coordinate
6107,129446245,no coordinate
6108,883377606,"['locality', 'political'] ['doctor', 'health', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
6109,883377606,"['locality', 'political'] ['doctor', 'health', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
6110,14397810,"['locality', 'political'] ['point_of_interest', 'establishment'] ['grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
6111,30035884,"['locality', 'political'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['bakery', 'store', 'food', 'point_of_interest', 'establishment'] ['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment'] ['store', 'point_of_interest', 'establishment']"
6112,30035884,"['locality', 'political'] ['jewelry_store', 'store', 'point_of_interest', 'establishment'] ['beauty_salon', 'spa', 'point_of_interest', 'establishment'] ['transit_station', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
6113,30035884,"['route'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['locality', 'political']"
6114,55498924,no coordinate
6115,7376602,"['route'] ['locality', 'political']"
6116,30035884,Playground
6117,30035884,"['route'] ['locality', 'political']"
6118,2399387766,"['locality', 'political'] ['neighborhood', 'political']"
6119,883377606,"['locality', 'political'] ['doctor', 'health', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
6120,36204274,"['route'] ['locality', 'political']"
6121,53541705,"['locality', 'political'] ['neighborhood', 'political']"
6122,14397810,"['locality', 'political'] ['neighborhood', 'political']"
6123,36204274,"['route'] ['locality', 'political']"
6124,148017981,"['locality', 'political'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['travel_agency', 'point_of_interest', 'establishment']"
6125,1651882188,"['locality', 'political'] ['point_of_interest', 'establishment'] ['grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['neighborhood', 'political']"
6126,55498924,"['locality', 'political'] ['neighborhood', 'political']"
6127,160932283,Ferry
6128,160932283,"['route'] ['locality', 'political']"
6129,37575049,"['locality', 'political'] ['neighborhood', 'political']"
6130,160932283,Centre
6131,30035884,Tunnel
6132,30035884,Tunnel
6133,53541705,"['locality', 'political'] ['cafe', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['store', 'point_of_interest', 'establishment']"
6134,7376602,"['locality', 'political'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['bakery', 'store', 'food', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment']"
6135,53541705,no coordinate
6136,30035884,"['route'] ['travel_agency', 'point_of_interest', 'establishment'] ['locality', 'political']"
6137,30035884,"['route'] ['electronics_store', 'store', 'point_of_interest', 'establishment'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['clothing_store', 'store', 'point_of_interest', 'establishment']"
6138,14397810,Restaurant
6139,129446245,"['route'] ['locality', 'political']"
6140,55498924,"['route'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['food', 'point_of_interest', 'establishment'] ['hair_care', 'point_of_interest', 'establishment']"
6141,1651882188,"['locality', 'political'] ['point_of_interest', 'establishment'] ['grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['neighborhood', 'political']"
6142,7376602,"['route'] ['locality', 'political']"
6143,160932283,Ferry
6144,30035884,MTR
6145,148017981,"['locality', 'political'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['travel_agency', 'point_of_interest', 'establishment']"
6146,30035884,MTR
6147,36204274,"['route'] ['locality', 'political']"
6148,129446245,no coordinate
6149,55498924,"['locality', 'political'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['general_contractor', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
6150,55498924,"['route'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['locality', 'political']"
6151,129446245,"['route'] ['locality', 'political']"
6152,1651882188,"['locality', 'political'] ['point_of_interest', 'establishment'] ['grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['neighborhood', 'political']"
6153,36204274,"['route'] ['locality', 'political']"
6154,53541705,"['locality', 'political'] ['neighborhood', 'political']"
6155,129446245,"['route'] ['electronics_store', 'store', 'point_of_interest', 'establishment'] ['locality', 'political']"
6156,36204274,"['route'] ['locality', 'political']"
6157,129446245,no coordinate
6158,883377606,"['locality', 'political'] ['doctor', 'health', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
6159,2399387766,"['locality', 'political'] ['point_of_interest', 'establishment'] ['neighborhood', 'political']"
6160,129446245,no coordinate
6161,160932283,Ferry
6162,160932283,"['route'] ['locality', 'political']"
6163,37575049,"['locality', 'political'] ['neighborhood', 'political']"
6164,160932283,Centre
6165,96273306,"['locality', 'political'] ['point_of_interest', 'establishment'] ['grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['neighborhood', 'political']"
6166,30035884,Tunnel
6167,30035884,Tunnel
6168,7376602,"['locality', 'political'] ['embassy', 'point_of_interest', 'establishment'] ['convenience_store', 'store', 'food', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
6169,53541705,"['locality', 'political'] ['neighborhood', 'political']"
6170,53541705,"['locality', 'political'] ['neighborhood', 'political']"
6171,53541705,"['locality', 'political'] ['neighborhood', 'political']"
6172,53541705,"['locality', 'political'] ['neighborhood', 'political']"
6173,53541705,"['locality', 'political'] ['neighborhood', 'political']"
6174,53541705,"['route'] ['park', 'point_of_interest', 'establishment'] ['locality', 'political']"
6175,160932283,"['route'] ['general_contractor', 'point_of_interest', 'establishment'] ['locality', 'political']"
6176,30035884,"['route'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['lodging', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment']"
6177,148017981,"['locality', 'political'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['travel_agency', 'point_of_interest', 'establishment']"
6178,883377606,"['locality', 'political'] ['neighborhood', 'political']"
6179,191738379,"['locality', 'political'] ['point_of_interest', 'establishment'] ['grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['neighborhood', 'political']"
6180,53541705,"['route'] ['car_repair', 'point_of_interest', 'establishment'] ['locality', 'political']"
6181,53541705,"['route'] ['car_repair', 'point_of_interest', 'establishment'] ['locality', 'political']"
6182,53541705,"['route'] ['park', 'point_of_interest', 'establishment'] ['locality', 'political']"
6183,883377606,"['locality', 'political'] ['neighborhood', 'political']"
6184,148017981,"['locality', 'political'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['travel_agency', 'point_of_interest', 'establishment']"
6185,148017981,"['locality', 'political'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['travel_agency', 'point_of_interest', 'establishment']"
6186,30035884,"['locality', 'political'] ['store', 'point_of_interest', 'establishment'] ['store', 'point_of_interest', 'establishment'] ['store', 'point_of_interest', 'establishment'] ['store', 'point_of_interest', 'establishment']"
6187,30035884,MTR
6188,148017981,"['locality', 'political'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['travel_agency', 'point_of_interest', 'establishment']"
6189,160932283,Ferry
6190,55498924,"['locality', 'political'] ['jewelry_store', 'furniture_store', 'home_goods_store', 'clothing_store', 'store', 'point_of_interest', 'establishment'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
6191,96273306,"['locality', 'political'] ['point_of_interest', 'establishment'] ['grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['neighborhood', 'political']"
6192,55498924,"['route'] ['lodging', 'point_of_interest', 'establishment'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['store', 'point_of_interest', 'establishment']"
6193,883377606,"['route'] ['transit_station', 'point_of_interest', 'establishment'] ['locality', 'political']"
6194,55498924,no coordinate
6195,53541705,"['locality', 'political'] ['neighborhood', 'political']"
6196,129446245,no coordinate
6197,129446245,no coordinate
6198,7376602,"['locality', 'political'] ['neighborhood', 'political']"
6199,129446245,"['route'] ['point_of_interest', 'establishment'] ['locality', 'political']"
6200,14397810,"['locality', 'political'] ['cafe', 'food', 'point_of_interest', 'establishment'] ['atm', 'finance', 'point_of_interest', 'establishment'] ['atm', 'finance', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
6201,55498924,"['route'] ['liquor_store', 'store', 'food', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['health', 'store', 'point_of_interest', 'establishment']"
6202,55498924,no coordinate
6203,14282045,"['locality', 'political'] ['neighborhood', 'political']"
6204,2399387766,"['locality', 'political'] ['neighborhood', 'political']"
6205,96273306,"['locality', 'political'] ['point_of_interest', 'establishment'] ['grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['neighborhood', 'political']"
6206,36204274,"['route'] ['locality', 'political']"
6207,160932283,Ferry
6208,1651882188,"['locality', 'political'] ['point_of_interest', 'establishment'] ['grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['neighborhood', 'political']"
6209,160932283,"['route'] ['locality', 'political']"
6210,37575049,"['locality', 'political'] ['neighborhood', 'political']"
6211,148017981,no coordinate
6212,160932283,Centre
6213,148017981,no coordinate
6214,2399387766,"['locality', 'political'] ['neighborhood', 'political']"
6215,14397810,"['locality', 'political'] ['neighborhood', 'political']"
6216,160932283,"['route'] ['locality', 'political']"
6217,14397810,"['locality', 'political'] ['neighborhood', 'political']"
6218,160932283,Centre
6219,883377606,"['locality', 'political'] ['neighborhood', 'political']"
6220,55498924,"['route'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['food', 'point_of_interest', 'establishment'] ['hair_care', 'point_of_interest', 'establishment']"
6221,191738379,"['locality', 'political'] ['point_of_interest', 'establishment'] ['grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['neighborhood', 'political']"
6222,160932283,Ferry
6223,96273306,"['locality', 'political'] ['point_of_interest', 'establishment'] ['grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['neighborhood', 'political']"
6224,55498924,no coordinate
6225,129446245,"['locality', 'political'] ['neighborhood', 'political']"
6226,62536337,"['route'] ['locality', 'political']"
6227,62536337,"['locality', 'political'] ['store', 'food', 'point_of_interest', 'establishment'] ['cafe', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['bakery', 'store', 'food', 'point_of_interest', 'establishment']"
6228,36204274,"['route'] ['locality', 'political']"
6229,55498924,no coordinate
6230,55498924,no coordinate
6231,883377606,"['locality', 'political'] ['doctor', 'health', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
6232,148017981,"['locality', 'political'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['travel_agency', 'point_of_interest', 'establishment']"
6233,53541705,"['route'] ['point_of_interest', 'establishment'] ['locality', 'political']"
6234,96273306,"['locality', 'political'] ['point_of_interest', 'establishment'] ['grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['neighborhood', 'political']"
6235,37575049,"['locality', 'political'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
6236,883377606,"['locality', 'political'] ['doctor', 'health', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
6237,883377606,"['locality', 'political'] ['doctor', 'health', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
6238,148017981,"['locality', 'political'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['travel_agency', 'point_of_interest', 'establishment']"
6239,148017981,"['locality', 'political'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['travel_agency', 'point_of_interest', 'establishment']"
6240,129446245,"['route'] ['point_of_interest', 'establishment'] ['locality', 'political']"
6241,129446245,no coordinate
6242,129446245,"['locality', 'political'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
6243,7376602,"['locality', 'political'] ['neighborhood', 'political']"
6244,148017981,"['locality', 'political'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['travel_agency', 'point_of_interest', 'establishment']"
6245,129446245,"['route'] ['locality', 'political']"
6246,53541705,"['route'] ['point_of_interest', 'establishment'] ['beauty_salon', 'point_of_interest', 'establishment'] ['beauty_salon', 'point_of_interest', 'establishment'] ['real_estate_agency', 'accounting', 'finance', 'point_of_interest', 'establishment']"
6247,53541705,"['route'] ['point_of_interest', 'establishment'] ['beauty_salon', 'point_of_interest', 'establishment'] ['beauty_salon', 'point_of_interest', 'establishment'] ['real_estate_agency', 'accounting', 'finance', 'point_of_interest', 'establishment']"
6248,53541705,"['route'] ['point_of_interest', 'establishment'] ['beauty_salon', 'point_of_interest', 'establishment'] ['beauty_salon', 'point_of_interest', 'establishment'] ['real_estate_agency', 'accounting', 'finance', 'point_of_interest', 'establishment']"
6249,53541705,"['route'] ['point_of_interest', 'establishment'] ['beauty_salon', 'point_of_interest', 'establishment'] ['beauty_salon', 'point_of_interest', 'establishment'] ['real_estate_agency', 'accounting', 'finance', 'point_of_interest', 'establishment']"
6250,129446245,no coordinate
6251,53541705,no coordinate
6252,14282045,"['locality', 'political'] ['neighborhood', 'political']"
6253,129446245,"['locality', 'political'] ['neighborhood', 'political']"
6254,129446245,no coordinate
6255,53541705,"['route'] ['point_of_interest', 'establishment'] ['electronics_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment'] ['locality', 'political']"
6256,129446245,no coordinate
6257,36204274,"['route'] ['locality', 'political']"
6258,53541705,"['locality', 'political'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['cafe', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['electronics_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']"
6259,36204274,"['route'] ['locality', 'political']"
6260,53541705,"['route'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
6261,53541705,"['route'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
6262,53541705,"['locality', 'political'] ['neighborhood', 'political']"
6263,36204274,"['route'] ['locality', 'political']"
6264,14282045,no coordinate
6265,2399387766,"['locality', 'political'] ['neighborhood', 'political']"
6266,16094512,"['locality', 'political'] ['point_of_interest', 'establishment'] ['electronics_store', 'store', 'point_of_interest', 'establishment'] ['store', 'point_of_interest', 'establishment'] ['hair_care', 'point_of_interest', 'establishment']"
6267,55498924,"['locality', 'political'] ['parking', 'point_of_interest', 'establishment'] ['home_goods_store', 'store', 'point_of_interest', 'establishment'] ['store', 'point_of_interest', 'establishment'] ['shopping_mall', 'point_of_interest', 'establishment']"
6268,16094512,"['locality', 'political'] ['point_of_interest', 'establishment'] ['electronics_store', 'store', 'point_of_interest', 'establishment'] ['store', 'point_of_interest', 'establishment'] ['hair_care', 'point_of_interest', 'establishment']"
6269,37575049,"['locality', 'political'] ['neighborhood', 'political']"
6270,36204274,no coordinate
6271,1651882188,"['locality', 'political'] ['point_of_interest', 'establishment'] ['grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['neighborhood', 'political']"
6272,62536337,"['route'] ['point_of_interest', 'establishment'] ['locality', 'political']"
6273,129446245,"['locality', 'political'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['atm', 'finance', 'point_of_interest', 'establishment'] ['florist', 'store', 'point_of_interest', 'establishment']"
6274,7376602,"['locality', 'political'] ['neighborhood', 'political']"
6275,30035884,"['route'] ['transit_station', 'point_of_interest', 'establishment'] ['beauty_salon', 'point_of_interest', 'establishment'] ['hair_care', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
6276,7376602,"['locality', 'political'] ['food', 'point_of_interest', 'establishment'] ['store', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['neighborhood', 'political']"
6277,129446245,"['route'] ['locality', 'political']"
6278,53541705,"['locality', 'political'] ['neighborhood', 'political']"
6279,129446245,"['locality', 'political'] ['bank', 'atm', 'finance', 'point_of_interest', 'establishment'] ['store', 'point_of_interest', 'establishment'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['beauty_salon', 'hair_care', 'store', 'point_of_interest', 'establishment']"
6280,2399387766,"['locality', 'political'] ['neighborhood', 'political']"
6281,30035884,"['route'] ['parking', 'point_of_interest', 'establishment'] ['locality', 'political']"
6282,55498924,"['locality', 'political'] ['store', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
6283,36204274,"['route'] ['locality', 'political']"
6284,55498924,"['locality', 'political'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
6285,55498924,"['locality', 'political'] ['neighborhood', 'political']"
6286,53541705,"['locality', 'political'] ['neighborhood', 'political']"
6287,53541705,"['locality', 'political'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['electronics_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
6288,53541705,no coordinate
6289,53541705,"['locality', 'political'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['electronics_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
6290,53541705,no coordinate
6291,55498924,no coordinate
6292,53541705,no coordinate
6293,883377606,"['locality', 'political'] ['doctor', 'health', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
6294,36204274,"['route'] ['locality', 'political']"
6295,53541705,"['route'] ['locality', 'political']"
6296,160932283,Ferry
6297,160932283,"['route'] ['locality', 'political']"
6298,53541705,"['locality', 'political'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['electronics_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
6299,160932283,Centre
6300,37575049,"['locality', 'political'] ['neighborhood', 'political']"
6301,30035884,Tunnel
6302,30035884,Tunnel
6303,883377606,"['locality', 'political'] ['neighborhood', 'political']"
6304,160932283,"['route'] ['point_of_interest', 'establishment'] ['bank', 'finance', 'point_of_interest', 'establishment'] ['locality', 'political']"
6305,160932283,"['route'] ['cafe', 'food', 'point_of_interest', 'establishment'] ['cafe', 'food', 'point_of_interest', 'establishment'] ['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment'] ['shopping_mall', 'point_of_interest', 'establishment']"
6306,53541705,"['locality', 'political'] ['store', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
6307,883377606,"['locality', 'political'] ['neighborhood', 'political']"
6308,148017981,"['locality', 'political'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['travel_agency', 'point_of_interest', 'establishment']"
6309,148017981,"['locality', 'political'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['travel_agency', 'point_of_interest', 'establishment']"
6310,160932283,Ferry
6311,2399387766,"['locality', 'political'] ['neighborhood', 'political']"
6312,53541705,"['locality', 'political'] ['neighborhood', 'political']"
6313,53541705,"['route'] ['point_of_interest', 'establishment'] ['locality', 'political']"
6314,53541705,no coordinate
6315,55498924,no coordinate
6316,55498924,no coordinate
6317,883377606,"['locality', 'political'] ['doctor', 'health', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
