,user_id_str,type
2353,53541705,"['route'] ['park', 'point_of_interest', 'establishment'] ['locality', 'political']"
2354,160932283,"['route'] ['general_contractor', 'point_of_interest', 'establishment'] ['locality', 'political']"
2355,160932283,"['route'] ['cafe', 'food', 'point_of_interest', 'establishment'] ['cafe', 'food', 'point_of_interest', 'establishment'] ['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment'] ['shopping_mall', 'point_of_interest', 'establishment']"
2356,2399387766,"['locality', 'political'] ['neighborhood', 'political']"
2357,30035884,Restaurant
2358,7376602,"['route'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment'] ['pharmacy', 'health', 'store', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
2359,129446245,"['route'] ['locality', 'political']"
2360,53541705,"['route'] ['jewelry_store', 'store', 'point_of_interest', 'establishment'] ['store', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['store', 'point_of_interest', 'establishment']"
2361,53541705,"['route'] ['jewelry_store', 'store', 'point_of_interest', 'establishment'] ['store', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['store', 'point_of_interest', 'establishment']"
2362,55498924,no coordinate
2363,55498924,"['locality', 'political'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['bakery', 'store', 'food', 'point_of_interest', 'establishment'] ['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment'] ['store', 'point_of_interest', 'establishment']"
2364,55498924,"['route'] ['jewelry_store', 'store', 'point_of_interest', 'establishment'] ['jewelry_store', 'store', 'point_of_interest', 'establishment'] ['store', 'point_of_interest', 'establishment'] ['store', 'point_of_interest', 'establishment']"
2365,160932283,Ferry
2366,148017981,"['route'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['store', 'food', 'point_of_interest', 'establishment']"
2367,30035884,Ferry
2368,148017981,"['route'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['store', 'food', 'point_of_interest', 'establishment']"
2369,30035884,"['locality', 'political'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['store', 'point_of_interest', 'establishment'] ['shoe_store', 'jewelry_store', 'clothing_store', 'store', 'point_of_interest', 'establishment'] ['atm', 'cafe', 'finance', 'store', 'food', 'point_of_interest', 'establishment']"
2370,30035884,Store
2371,53541705,"['locality', 'political'] ['neighborhood', 'political']"
2372,53541705,"['locality', 'political'] ['neighborhood', 'political']"
2373,62536337,"['locality', 'political'] ['point_of_interest', 'establishment'] ['neighborhood', 'political']"
2374,14397810,"['locality', 'political'] ['shopping_mall', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
2375,1651882188,"['route'] ['locality', 'political']"
2376,191738379,"['locality', 'political'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['neighborhood', 'political']"
2377,96273306,"['route'] ['locality', 'political']"
2378,883377606,"['locality', 'political'] ['doctor', 'health', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
2379,14282045,"['route'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['electronics_store', 'store', 'point_of_interest', 'establishment'] ['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']"
2380,148017981,"['route'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['store', 'food', 'point_of_interest', 'establishment']"
2381,14282045,"['route'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['locality', 'political']"
2382,14282045,"['route'] ['locality', 'political']"
2383,14282045,"['route'] ['locality', 'political']"
2384,55498924,no coordinate
2385,55498924,no coordinate
2386,37575049,"['locality', 'political'] ['neighborhood', 'political']"
2387,62536337,"['locality', 'political'] ['electronics_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['neighborhood', 'political']"
2388,14282045,"['route'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['locality', 'political']"
2389,55498924,"['locality', 'political'] ['neighborhood', 'political']"
2390,16094512,"['route'] ['locality', 'political']"
2391,62536337,"['locality', 'political'] ['neighborhood', 'political']"
2392,55498924,"['locality', 'political'] ['neighborhood', 'political']"
2393,2399387766,"['locality', 'political'] ['neighborhood', 'political']"
2394,53541705,"['locality', 'political'] ['neighborhood', 'political']"
2395,62536337,"['locality', 'political'] ['school', 'point_of_interest', 'establishment'] ['school', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
2396,62536337,"['route'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['real_estate_agency', 'point_of_interest', 'establishment'] ['lodging', 'point_of_interest', 'establishment'] ['locality', 'political']"
2397,191738379,"['locality', 'political'] ['neighborhood', 'political']"
2398,7376602,"['locality', 'political'] ['neighborhood', 'political']"
2399,883377606,"['route'] ['locality', 'political']"
2400,883377606,"['locality', 'political'] ['doctor', 'health', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
2401,191738379,"['locality', 'political'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
2402,53541705,"['locality', 'political'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['bank', 'finance', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
2403,883377606,"['locality', 'political'] ['doctor', 'health', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
2404,7376602,School
2405,148017981,"['route'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['store', 'food', 'point_of_interest', 'establishment']"
2406,7376602,School
2407,883377606,"['locality', 'political'] ['doctor', 'health', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
2408,53541705,"['locality', 'political'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['bank', 'finance', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
2409,96273306,"['route'] ['locality', 'political']"
2410,191738379,"['route'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment']"
2411,53541705,"['route'] ['locality', 'political']"
2412,53541705,"['locality', 'political'] ['neighborhood', 'political']"
2413,96273306,"['route'] ['locality', 'political']"
2414,883377606,"['route'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['locality', 'political']"
2415,37575049,"['locality', 'political'] ['neighborhood', 'political']"
2416,16094512,"['locality', 'political'] ['neighborhood', 'political']"
2417,16094512,"['locality', 'political'] ['neighborhood', 'political']"
2418,883377606,"['route'] ['locality', 'political']"
2419,16094512,"['route'] ['grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment'] ['store', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['locality', 'political']"
2420,62536337,"['locality', 'political'] ['neighborhood', 'political']"
2421,191738379,"['route'] ['locality', 'political']"
2422,1651882188,"['locality', 'political'] ['neighborhood', 'political']"
2423,160932283,"['locality', 'political'] ['point_of_interest', 'establishment'] ['real_estate_agency', 'point_of_interest', 'establishment'] ['transit_station', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
2424,30035884,Restaurant
2425,53893147,"['route'] ['locality', 'political']"
2426,53893147,"['route'] ['park', 'point_of_interest', 'establishment'] ['locality', 'political']"
2427,53893147,"['locality', 'political'] ['neighborhood', 'political']"
2428,53893147,"['locality', 'political'] ['neighborhood', 'political']"
2429,53893147,"['locality', 'political'] ['neighborhood', 'political']"
2430,53893147,"['locality', 'political'] ['neighborhood', 'political']"
2431,53893147,"['locality', 'political'] ['neighborhood', 'political']"
2432,53893147,"['locality', 'political'] ['neighborhood', 'political']"
2433,53893147,"['locality', 'political'] ['neighborhood', 'political']"
2434,53893147,"['locality', 'political'] ['neighborhood', 'political']"
2435,53893147,"['locality', 'political'] ['neighborhood', 'political']"
2436,53893147,"['locality', 'political'] ['neighborhood', 'political']"
2437,14397810,"['locality', 'political'] ['neighborhood', 'political']"
2438,2399387766,"['locality', 'political'] ['neighborhood', 'political']"
2439,62536337,"['route'] ['real_estate_agency', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['cafe', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
2440,62536337,"['locality', 'political'] ['finance', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment']"
2441,14282045,"['locality', 'political'] ['locality', 'political']"
2442,14397810,"['route'] ['bar', 'restaurant', 'food', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['bus_station', 'transit_station', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
2443,53541705,"['locality', 'political'] ['neighborhood', 'political']"
2444,53541705,"['route'] ['park', 'point_of_interest', 'establishment'] ['locality', 'political']"
2445,96273306,"['locality', 'political'] ['bakery', 'store', 'food', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['neighborhood', 'political']"
2446,30035884,"['route'] ['locality', 'political']"
2447,53541705,"['locality', 'political'] ['neighborhood', 'political']"
2448,53541705,"['locality', 'political'] ['neighborhood', 'political']"
2449,30035884,"['locality', 'political'] ['neighborhood', 'political']"
2450,53541705,"['route'] ['locality', 'political']"
2451,53541705,"['route'] ['locality', 'political']"
2452,14397810,"['locality', 'political'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['neighborhood', 'political']"
2453,14397810,"['locality', 'political'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['store', 'point_of_interest', 'establishment'] ['clothing_store', 'jewelry_store', 'furniture_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment'] ['health', 'store', 'point_of_interest', 'establishment']"
2454,1651882188,"['route'] ['locality', 'political']"
2455,14397810,"['locality', 'political'] ['neighborhood', 'political']"
2456,53541705,"['locality', 'political'] ['neighborhood', 'political']"
2457,53541705,"['locality', 'political'] ['neighborhood', 'political']"
2458,53541705,no coordinate
2459,96273306,"['route'] ['locality', 'political']"
2460,1651882188,"['route'] ['locality', 'political']"
2461,883377606,"['locality', 'political'] ['doctor', 'health', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
2462,37575049,"['locality', 'political'] ['beauty_salon', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
2463,160932283,"['route'] ['locality', 'political']"
2464,160932283,Centre
2465,30035884,Tunnel
2466,30035884,Tunnel
2467,160932283,"['route'] ['point_of_interest', 'establishment'] ['bank', 'finance', 'point_of_interest', 'establishment'] ['locality', 'political']"
2468,160932283,"['route'] ['cafe', 'food', 'point_of_interest', 'establishment'] ['cafe', 'food', 'point_of_interest', 'establishment'] ['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment'] ['shopping_mall', 'point_of_interest', 'establishment']"
2469,30035884,"['route'] ['health', 'store', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']"
2470,62536337,"['locality', 'political'] ['neighborhood', 'political']"
2471,14397810,"['route'] ['bar', 'restaurant', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['locality', 'political']"
2472,30035884,"['locality', 'political'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
2473,129446245,"['route'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['health', 'point_of_interest', 'establishment'] ['travel_agency', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment']"
2474,16094512,"['route'] ['locality', 'political']"
2475,16094512,"['route'] ['locality', 'political']"
2476,2399387766,"['locality', 'political'] ['neighborhood', 'political']"
2477,53893147,"['locality', 'political'] ['lodging', 'point_of_interest', 'establishment'] ['bar', 'night_club', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['bakery', 'store', 'food', 'point_of_interest', 'establishment']"
2478,1651882188,"['route'] ['locality', 'political']"
2479,148017981,"['route'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['store', 'food', 'point_of_interest', 'establishment']"
2480,883377606,"['locality', 'political'] ['point_of_interest', 'establishment'] ['neighborhood', 'political']"
2481,53541705,"['locality', 'political'] ['neighborhood', 'political']"
2482,30035884,"['locality', 'political'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['neighborhood', 'political']"
2483,30035884,Mall
2484,30035884,MTR
2485,1651882188,"['locality', 'political'] ['point_of_interest', 'establishment'] ['neighborhood', 'political']"
2486,191738379,"['route'] ['locality', 'political']"
2487,30035884,"['locality', 'political'] ['point_of_interest', 'establishment'] ['neighborhood', 'political']"
2488,883377606,"['locality', 'political'] ['doctor', 'health', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
2489,53541705,"['locality', 'political'] ['neighborhood', 'political']"
2490,160932283,Ferry
2491,37575049,"['locality', 'political'] ['neighborhood', 'political']"
2492,1651882188,"['route'] ['locality', 'political']"
2493,160932283,"['route'] ['locality', 'political']"
2494,160932283,Centre
2495,30035884,Tunnel
2496,30035884,Tunnel
2497,30035884,"['route'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['health', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
2498,160932283,"['route'] ['general_contractor', 'point_of_interest', 'establishment'] ['locality', 'political']"
2499,160932283,"['route'] ['cafe', 'food', 'point_of_interest', 'establishment'] ['cafe', 'food', 'point_of_interest', 'establishment'] ['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment'] ['shopping_mall', 'point_of_interest', 'establishment']"
2500,62536337,"['route'] ['locality', 'political']"
2501,14397810,"['locality', 'political'] ['neighborhood', 'political']"
2502,2399387766,"['locality', 'political'] ['neighborhood', 'political']"
2503,53541705,"['route'] ['park', 'point_of_interest', 'establishment'] ['locality', 'political']"
2504,53541705,"['route'] ['park', 'point_of_interest', 'establishment'] ['locality', 'political']"
2505,53893147,"['locality', 'political'] ['neighborhood', 'political']"
2506,53893147,"['locality', 'political'] ['neighborhood', 'political']"
2507,53893147,"['locality', 'political'] ['neighborhood', 'political']"
2508,53893147,"['locality', 'political'] ['neighborhood', 'political']"
2509,53893147,"['locality', 'political'] ['neighborhood', 'political']"
2510,53893147,"['locality', 'political'] ['neighborhood', 'political']"
2511,53893147,"['locality', 'political'] ['neighborhood', 'political']"
2512,53893147,"['route'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['embassy', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
2513,53893147,"['route'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['embassy', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
2514,53893147,"['route'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['embassy', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
2515,53893147,"['route'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['embassy', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
2516,53893147,"['route'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['embassy', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
2517,53893147,"['route'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['embassy', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
2518,53893147,"['route'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['embassy', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
2519,30035884,Ferry
2520,14397810,Ferry
2521,14397810,Ferry
2522,14397810,"['locality', 'political'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['lodging', 'point_of_interest', 'establishment']"
2523,191738379,"['locality', 'political'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['bakery', 'store', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
2524,14397810,"['route'] ['store', 'point_of_interest', 'establishment'] ['jewelry_store', 'store', 'point_of_interest', 'establishment'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['store', 'point_of_interest', 'establishment']"
2525,129446245,"['locality', 'political'] ['point_of_interest', 'establishment'] ['shopping_mall', 'point_of_interest', 'establishment'] ['store', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
2526,53541705,"['locality', 'political'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['store', 'point_of_interest', 'establishment']"
2527,30035884,"['route'] ['locality', 'political']"
2528,14397810,"['route'] ['store', 'point_of_interest', 'establishment'] ['jewelry_store', 'store', 'point_of_interest', 'establishment'] ['lodging', 'point_of_interest', 'establishment'] ['clothing_store', 'store', 'point_of_interest', 'establishment']"
2529,883377606,"['locality', 'political'] ['doctor', 'health', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
2530,191738379,"['route'] ['locality', 'political']"
2531,883377606,"['locality', 'political'] ['doctor', 'health', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
2532,53893147,"['locality', 'political'] ['neighborhood', 'political']"
2533,96273306,"['locality', 'political'] ['bakery', 'store', 'food', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['neighborhood', 'political']"
2534,160932283,Ferry
2535,37575049,"['locality', 'political'] ['neighborhood', 'political']"
2536,160932283,"['route'] ['locality', 'political']"
2537,160932283,Centre
2538,30035884,Tunnel
2539,30035884,Tunnel
2540,7376602,"['locality', 'political'] ['point_of_interest', 'establishment'] ['health', 'store', 'food', 'point_of_interest', 'establishment'] ['travel_agency', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment']"
2541,160932283,"['route'] ['cafe', 'food', 'point_of_interest', 'establishment'] ['cafe', 'food', 'point_of_interest', 'establishment'] ['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment'] ['shopping_mall', 'point_of_interest', 'establishment']"
2542,14397810,Restaurant
2543,30035884,"['route'] ['travel_agency', 'point_of_interest', 'establishment'] ['locality', 'political']"
2544,62536337,"['locality', 'political'] ['neighborhood', 'political']"
2545,191738379,"['route'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['locality', 'political']"
2546,2399387766,"['locality', 'political'] ['neighborhood', 'political']"
2547,53893147,"['locality', 'political'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
2548,53893147,"['locality', 'political'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
2549,53893147,"['locality', 'political'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
2550,53893147,"['locality', 'political'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
2551,883377606,"['locality', 'political'] ['premise', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
2552,160932283,Ferry
2553,30035884,Ferry
2554,30035884,"['locality', 'political'] ['clothing_store', 'store', 'point_of_interest', 'establishment'] ['store', 'point_of_interest', 'establishment'] ['shoe_store', 'jewelry_store', 'clothing_store', 'store', 'point_of_interest', 'establishment'] ['atm', 'cafe', 'finance', 'store', 'food', 'point_of_interest', 'establishment']"
2555,53541705,no coordinate
2556,7376602,"['route'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment']"
2557,14397810,"['route'] ['locality', 'political']"
2558,191738379,"['locality', 'political'] ['neighborhood', 'political']"
2559,96273306,"['route'] ['locality', 'political']"
2560,14282045,"['route'] ['jewelry_store', 'store', 'point_of_interest', 'establishment'] ['transit_station', 'point_of_interest', 'establishment'] ['locality', 'political']"
2561,14282045,"['route'] ['locality', 'political']"
2562,191738379,"['locality', 'political'] ['neighborhood', 'political']"
2563,883377606,"['locality', 'political'] ['doctor', 'health', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
2564,14282045,"['route'] ['doctor', 'health', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['locality', 'political']"
2565,53541705,"['locality', 'political'] ['neighborhood', 'political']"
2566,96273306,"['route'] ['locality', 'political']"
2567,30035884,Playground
2568,30035884,Centre
2569,36204274,"['route'] ['point_of_interest', 'establishment'] ['locality', 'political']"
2570,53893147,"['route'] ['locality', 'political']"
2571,96273306,"['route'] ['locality', 'political']"
2572,160932283,Ferry
2573,160932283,"['route'] ['locality', 'political']"
2574,37575049,"['locality', 'political'] ['neighborhood', 'political']"
2575,160932283,Centre
2576,30035884,Tunnel
2577,62536337,"['route'] ['transit_station', 'point_of_interest', 'establishment'] ['locality', 'political']"
2578,30035884,Tunnel
2579,16094512,"['locality', 'political'] ['neighborhood', 'political']"
2580,1651882188,"['route'] ['locality', 'political']"
2581,53541705,"['locality', 'political'] ['neighborhood', 'political']"
2582,62536337,"['locality', 'political'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['beauty_salon', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
2583,53893147,"['route'] ['locality', 'political']"
2584,30035884,"['route'] ['travel_agency', 'point_of_interest', 'establishment'] ['locality', 'political']"
2585,14397810,"['locality', 'political'] ['neighborhood', 'political']"
2586,160932283,"['route'] ['cafe', 'food', 'point_of_interest', 'establishment'] ['cafe', 'food', 'point_of_interest', 'establishment'] ['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment'] ['shopping_mall', 'point_of_interest', 'establishment']"
2587,191738379,"['route'] ['locality', 'political']"
2588,14397810,"['locality', 'political'] ['neighborhood', 'political']"
2589,96273306,"['locality', 'political'] ['bakery', 'store', 'food', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['neighborhood', 'political']"
2590,148017981,"['route'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['store', 'food', 'point_of_interest', 'establishment']"
2591,883377606,"['locality', 'political'] ['travel_agency', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
2592,96273306,"['route'] ['locality', 'political']"
2593,160932283,Ferry
2594,30035884,Ferry
2595,2399387766,"['route'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['locality', 'political']"
2596,53893147,"['route'] ['locality', 'political']"
2597,14282045,"['route'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['locality', 'political']"
2598,53541705,"['locality', 'political'] ['neighborhood', 'political']"
2599,96273306,"['route'] ['locality', 'political']"
2600,53541705,"['locality', 'political'] ['neighborhood', 'political']"
2601,53541705,"['locality', 'political'] ['neighborhood', 'political']"
2602,53541705,"['locality', 'political'] ['neighborhood', 'political']"
2603,96273306,"['route'] ['locality', 'political']"
2604,53893147,"['route'] ['locality', 'political']"
2605,191738379,"['locality', 'political'] ['neighborhood', 'political']"
2606,191738379,"['locality', 'political'] ['neighborhood', 'political']"
2607,36204274,"['route'] ['point_of_interest', 'establishment'] ['locality', 'political']"
2608,96273306,"['route'] ['locality', 'political']"
2609,160932283,Ferry
2610,883377606,"['locality', 'political'] ['doctor', 'health', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
2611,160932283,"['route'] ['locality', 'political']"
2612,37575049,"['locality', 'political'] ['neighborhood', 'political']"
2613,160932283,Centre
2614,191738379,"['locality', 'political'] ['neighborhood', 'political']"
2615,30035884,"['route'] ['locality', 'political']"
2616,53893147,"['route'] ['locality', 'political']"
2617,160932283,"['route'] ['cafe', 'food', 'point_of_interest', 'establishment'] ['cafe', 'food', 'point_of_interest', 'establishment'] ['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment'] ['shopping_mall', 'point_of_interest', 'establishment']"
2618,7376602,"['locality', 'political'] ['restaurant', 'food', 'point_of_interest', 'establishment'] ['general_contractor', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment']"
2619,53541705,"['locality', 'political'] ['neighborhood', 'political']"
2620,14397810,"['route'] ['bar', 'restaurant', 'food', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['locality', 'political']"
2621,2399387766,"['locality', 'political'] ['neighborhood', 'political']"
2622,96273306,"['route'] ['locality', 'political']"
2623,53541705,"['locality', 'political'] ['neighborhood', 'political']"
2624,96273306,"['route'] ['locality', 'political']"
2625,53893147,"['route'] ['locality', 'political']"
2626,14397810,"['locality', 'political'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['restaurant', 'food', 'point_of_interest', 'establishment']"
2627,53541705,"['locality', 'political'] ['neighborhood', 'political']"
2628,14282045,"['route'] ['doctor', 'health', 'point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['locality', 'political']"
2629,53541705,"['locality', 'political'] ['neighborhood', 'political']"
2630,53893147,"['route'] ['locality', 'political']"
2631,53893147,"['route'] ['locality', 'political']"
2632,53893147,"['route'] ['locality', 'political']"
2633,129446245,"['locality', 'political'] ['neighborhood', 'political']"
2634,53893147,"['route'] ['locality', 'political']"
2635,53541705,"['locality', 'political'] ['neighborhood', 'political']"
2636,96273306,"['route'] ['locality', 'political']"
2637,36204274,"['route'] ['point_of_interest', 'establishment'] ['locality', 'political']"
2638,14282045,"['locality', 'political'] ['locality', 'political']"
2639,14282045,"['route'] ['locality', 'political']"
2640,14282045,"['route'] ['locality', 'political']"
2641,30035884,Tunnel
2642,37575049,"['locality', 'political'] ['neighborhood', 'political']"
2643,53541705,"['locality', 'political'] ['neighborhood', 'political']"
2644,53541705,"['locality', 'political'] ['neighborhood', 'political']"
2645,160932283,"['locality', 'political'] ['neighborhood', 'political']"
2646,2399387766,"['locality', 'political'] ['neighborhood', 'political']"
2647,7376602,"['route'] ['laundry', 'point_of_interest', 'establishment'] ['locality', 'political']"
2648,53541705,"['locality', 'political'] ['point_of_interest', 'establishment'] ['neighborhood', 'political']"
2649,53541705,"['locality', 'political'] ['point_of_interest', 'establishment'] ['neighborhood', 'political']"
2650,62536337,"['locality', 'political'] ['point_of_interest', 'establishment'] ['point_of_interest', 'establishment'] ['grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
2651,14397810,"['locality', 'political'] ['cafe', 'store', 'food', 'point_of_interest', 'establishment'] ['neighborhood', 'political']"
