,user_id_str,activity
755,160932283,basic_necessities
756,160932283,basic_necessities
757,30035884,travel
758,30035884,travel
759,62536337,free_time_leisure_activities
760,55498924,basic_necessities
761,148017981,free_time_leisure_activities
762,2399387766,basic_necessities
763,160932283,basic_necessities
764,160932283,basic_necessities
765,30035884,basic_necessities
766,30035884,free_time_leisure_activities
767,129446245,free_time_leisure_activities
768,14397810,basic_necessities
769,62536337,free_time_leisure_activities
770,55498924,basic_necessities
771,55498924,basic_necessities
772,62536337,free_time_leisure_activities
773,148017981,free_time_leisure_activities
774,62536337,free_time_leisure_activities
775,30035884,travel
776,883377606,basic_necessities
777,30035884,free_time_leisure_activities
778,55498924,basic_necessities
779,55498924,basic_necessities
780,14397810,basic_necessities
781,14397810,free_time_leisure_activities
782,55498924,basic_necessities
783,14397810,free_time_leisure_activities
784,14397810,free_time_leisure_activities
785,14397810,free_time_leisure_activities
786,55498924,basic_necessities
787,55498924,basic_necessities
788,55498924,basic_necessities
789,55498924,basic_necessities
790,55498924,basic_necessities
791,160932283,travel
792,1651882188,basic_necessities
793,160932283,basic_necessities
794,37575049,basic_necessities
795,160932283,basic_necessities
796,30035884,travel
797,55498924,basic_necessities
798,53893147,unpaid_activities
799,55498924,basic_necessities
800,55498924,basic_necessities
801,55498924,basic_necessities
802,55498924,basic_necessities
803,55498924,basic_necessities
804,55498924,basic_necessities
805,7376602,free_time_leisure_activities
806,30035884,basic_necessities
807,55498924,basic_necessities
808,30035884,free_time_leisure_activities
809,148017981,free_time_leisure_activities
810,1651882188,basic_necessities
811,1651882188,basic_necessities
812,148017981,free_time_leisure_activities
813,148017981,free_time_leisure_activities
814,148017981,free_time_leisure_activities
815,148017981,free_time_leisure_activities
816,160932283,basic_necessities
817,30035884,travel
818,30035884,free_time_leisure_activities
819,30035884,free_time_leisure_activities
820,53541705,basic_necessities
821,53541705,basic_necessities
822,30035884,basic_necessities
823,129446245,basic_necessities
824,55498924,basic_necessities
825,55498924,basic_necessities
826,55498924,basic_necessities
827,55498924,basic_necessities
828,55498924,basic_necessities
829,55498924,basic_necessities
830,55498924,basic_necessities
831,160932283,travel
832,2399387766,basic_necessities
833,37575049,basic_necessities
834,30035884,travel
835,30035884,travel
836,30035884,free_time_leisure_activities
837,160932283,basic_necessities
838,14397810,travel
839,53541705,basic_necessities
840,148017981,free_time_leisure_activities
841,53541705,free_time_leisure_activities
842,55498924,basic_necessities
843,55498924,basic_necessities
844,148017981,basic_necessities
845,160932283,basic_necessities
846,30035884,unpaid_activities
847,30035884,basic_necessities
848,55498924,basic_necessities
849,53541705,basic_necessities
850,14397810,free_time_leisure_activities
851,14397810,free_time_leisure_activities
852,14397810,basic_necessities
853,14397810,free_time_leisure_activities
854,129446245,basic_necessities
855,53541705,basic_necessities
856,53541705,basic_necessities
857,160932283,travel
858,160932283,basic_necessities
859,160932283,basic_necessities
860,37575049,basic_necessities
861,30035884,travel
862,2399387766,basic_necessities
863,2399387766,unpaid_activities
864,14397810,free_time_leisure_activities
865,160932283,basic_necessities
866,30035884,free_time_leisure_activities
867,160932283,unpaid_activities
868,36204274,basic_necessities
869,36204274,basic_necessities
870,53541705,free_time_leisure_activities
871,55498924,basic_necessities
872,148017981,free_time_leisure_activities
873,14282045,basic_necessities
874,14282045,basic_necessities
875,148017981,free_time_leisure_activities
876,14282045,basic_necessities
877,148017981,basic_necessities
878,148017981,basic_necessities
879,160932283,basic_necessities
880,14282045,basic_necessities
881,30035884,basic_necessities
882,53541705,basic_necessities
883,30035884,travel
884,14397810,basic_necessities
885,30035884,free_time_leisure_activities
886,30035884,free_time_leisure_activities
887,55498924,basic_necessities
888,55498924,basic_necessities
889,55498924,basic_necessities
890,55498924,basic_necessities
891,129446245,basic_necessities
892,1651882188,basic_necessities
893,53893147,free_time_leisure_activities
894,53893147,free_time_leisure_activities
895,30035884,basic_necessities
896,53541705,basic_necessities
897,53893147,free_time_leisure_activities
